id,question,answer,source
2673,what is irrigation.,the application of water to crops to supplement natural rainfall and ensure healthy plant growth,dataset2
2674,name activities done during water management.,"irrigation scheduling, water storage, and distribution systems",dataset2
2675,"what nutrients can i use for water regulation, disease resistance, and stress tolerance in plants.",potassium,dataset2
2676,what are organic fertilizers?,"are derived from natural sources such as animal manure, compost, and plant residues",dataset2
2677,which countries do we find african armyworm,"Tanzania, Kenya, Uganda, Ethiopia, Somalia, Malawi, Zimbabwe, Zambia, and South Africa",dataset2
2678,where do armyworms lay their eggs.,clusters on the lower side of leaves,dataset2
2679,when do ad.ults emerge from pupa stage,in 7 to 10 days,dataset2
2680,how do the moths migrate?,"migration is based on winds brought by the Intertropical Convergence Zone, which move northwards or southwards depending on the season",dataset2
2681,how do farmers control soil erosion.,farmers use conservation practices like planting cover crops in the winter or using conservation tillage practices,dataset2
2682,what is isolation.,A minimum separation distance required in a seed multiplication field in order to prevent contamination by physical mixtures or disease vectors,dataset2
2683,What is rouging.,"Removal of plants which are diseased or not of the desired type contaminants to purify and clean the stock,",dataset2
2684,what is agricultural automation?,refers to autonomous navigation by robots without human intervention.,dataset2
2685,how many teats or nipples does a cow has?,"four nipples, or teats",dataset2
2686,how do cover crops suppress weeds during growth.,"During growth these cover crops compete vigorously with weeds for available space, light, and nutrients",dataset2
2687,how do you define organic?,"a labeling term that indicates that the food or other agricultural product has been produced through approved methods that integrate cultural, biological and mechanical practices that foster cycling of resources, promote biological balance and conserve biodiversity",dataset2
2688,how does reliable rainfall improve crop yield.,"Reliable rainfall can provide the necessary moisture for crops to grow and thrive, leading to higher yields and better quality crops. This is especially important in areas where irrigation is not available or is limited",dataset2
2689,why are Effective livestock management practices are essential.,"for keeping animals healthy and productive, which in turn helps to ensure the profitability of the farm",dataset2
2690,name the diet in which diary cows should be fed on.,diet high in protein and calcium,dataset2
2691,why are maize planted in rows.,it also allows for planting of other crops between these rows to make more efficient use of land space,dataset2
2692,name any one example of forest pest.,bark beetles,dataset2
2693,name one plant that uses C4 carbon fixation.,maize,dataset2
2694,what are some of the technologies used by farmers in maize production.,"improved seeds like hybrid and open pollinated varieties, timely planting, proper spacing and timely weeding and harvesting",dataset2
2695,which countries import maize from Uganda.,"Kenya, Rwanda and Burundi.",dataset2
2696,which continents are cassava referred to as an important source of food and income for millions of people.,"Africa, Asia, and Latin America",dataset2
2697,How long does cassava takes to mature.,"It takes between 8 to 18 months to mature, depending on the variety",dataset2
2698,How are the toxic cyanide compounds removed from harvested cassava.,"boiling, baking, and drying",dataset2
2699,which cassava variety is mainly grown in Thailand.,M Col 22,dataset2
2700,what depth should the cassava garden be ploughed to.,at least 25 cm,dataset2
2701,name different ways of planting cassava.,"single stem planting, stake planting, or mounding",dataset2
2702,what is crop rotation.,This involves rotating cassava with other crops such as maize or soybean to help control weeds,dataset2
2703,what is the estimated number of eggs a cassava green mite can lay?,50 eggs in her lifetime,dataset2
2704,which pest feeds on the sap of the cassava plant.,Cassava mealybug:,dataset2
2705,which natural predators are used to control armyworms.,birds and parasitic wasps,dataset2
2706,What are the symptoms of cassava bacteria blight.,"water-soaked lesions on the leaves, stems, and petioles of the cassava plant.",dataset2
2707,what spreads Cassava Mosaic Disease (CMD),whitefly,dataset2
2708,how can a farmer identify root rot in cassava plant.,"yellowing of leaves, wilting, and stunting of plant growth",dataset2
2709,can clean planting materials be used to control root rot?,Cassava cuttings should be obtained from healthy plants that have been certified as free from root rot.,dataset2
2710,"which cassava variety can i plant in the high altitude regions of Uganda, such as Kabale and Kisoro.",NASE 19,dataset2
2711,which nutrients are provided by fertilizers?,"nitrogen, phosphorus, and potassium",dataset2
2712,how does deforestation causes drought.,"reduce the amount of water vapor that is released into the atmosphere, leading to reduced rainfall in the surrounding areas.",dataset2
2713,what is drought?,"is a natural disaster that can have severe impacts on the environment, society, and economy",dataset2
2714,how can timing and method of fertilizer application improves soil fertility.,"The timing and method of fertilizer application, such as surface application, broadcasting, or placement, can influence nutrient availability and uptake by crops. For example, applying nitrogen fertilizer at planting may promote early crop growth and development, while side-dressing or top-dressing may promote later growth and fruiting.",dataset2
2715,how can a farmer overcomes physical seed dormancy.,by mechanical scarification,dataset2
